Tree_GlobalID,INSPID,INSP_GlobalID,AddressedFailure,INSP_InspectionDate,INSP_RiskRating,INSP_Type,IsReinspection,INSP_ReinspectionDate,INSP_ParentInspectionGlobalID,INSP_TreeCondition,INSP_TreeStructure,INSP_TreeDBH,INSP_Comments,WO_CreatedDate,WO_ActualFinishDate,WO_Type,WO_Status,SR_GlobalID,SR_Type,SR_Source,SR_Status,SR_ResolutionAction,SR_CreatedDate,SR_ClosedDate
B19C913A-16C0-4C5D-BE01-0BCC5A84F53F,10693939,715CCE14-E258-4607-A9D9-63B5238C765E,No,7/1/2020 1:52 PM,Low (8),Level 2,No,NULL,NULL,Poor,Full,25,"tree split, decay in entire tension side of stem, lean towards house. remove",7/1/2020 1:53 PM,NULL,Tree Removal,Cancel,2C90865B-39B3-4A59-ADDD-8264BB0039A2,Tree Down - Car,3-1-1 Call Center,Closed,Inspected - No Work Order,6/30/2020 2:01 AM,11/21/2020 11:11 AM
B19C913A-16C0-4C5D-BE01-0BCC5A84F53F,6835059,0ACC1AF1-D598-4C0C-A73D-1904C9983AED,No,1/2/2018 9:08 AM,Low (3),Sidewalk Rating,No,NULL,NULL,Fair,Full,25,NULL,NULL,NULL,NULL,NULL,834491BB-97FF-4F64-A05C-49137A31E126,Trees and Sidewalks,Department of Parks and Recreation - Public Web Site,Closed,T/S Inspected - Repair Pending,12/29/2017 9:43 PM,1/2/2018 9:09 AM
B19C913A-16C0-4C5D-BE01-0BCC5A84F53F,8953490,1CBA1059-CE55-4920-944D-EC600C9E74CC,No,8/5/2019 4:25 PM,High (10),Level 2,No,NULL,NULL,Fair,Full,25,decay up to connection of codom leader at 8 ft. 1/8 of dua has decay w loose bark at that height. reduce to stop trunk splitting. 15 in leader over street,8/5/2019 4:28 PM,8/29/2019 4:00 AM,Pruning,Closed,8CB56981-68EB-4694-AC51-0DF3A345DE23,Trunk Damaged,3-1-1 Call Center,Closed,Work Completed,7/7/2019 12:10 AM,8/29/2019 7:35 PM
B4BBE854-9FD9-4813-A7F7-0C0AB1FD8A70,6351167,63A97275-E91F-4993-A585-E4B119536488,No,8/8/2017 11:30 AM,Low (5),Level 2,No,NULL,NULL,Dead,Full,6,"1F. 6"" CHERRY. REMOVE.",8/8/2017 11:31 AM,NULL,Tree Removal,Open,639DFB57-2962-424B-914F-F8CF4C84E3D5,Dead Tree Older Than 2 Years,3-1-1 Call Center,Closed,Work Priority Category - D,8/1/2017 9:47 PM,11/21/2020 11:11 AM
70B4C977-FA1F-46C9-B5E8-0C2ADD2A7131,6365693,86C09A62-1D38-4E17-835D-B4C5B68F0345,No,8/10/2017 12:26 PM,NULL,Level 1,No,NULL,NULL,Good,Full,29,Block Prune FY18,8/10/2017 12:27 PM,9/19/2017 12:27 PM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
028FEE5C-A830-42D4-A2D9-0C2F1147A41C,5868456,B1622DE5-0116-4160-B839-59EEDC6AB7F6,No,4/3/2017 2:09 PM,NULL,Level 1,No,NULL,NULL,Good,Full,28,2F,4/3/2017 2:09 PM,4/11/2019 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
634E6061-1D90-4A76-AFCE-0C435D08CEDA,7265542,623A4E82-D64A-4CB6-91C8-C7E6041728DD,No,4/6/2018 1:56 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,3,BP-M19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98DF8261-BCC9-49D0-9D0C-0C4DB1272D3C,8549843,7CAAA154-76FA-4333-B85D-529435FF2195,No,4/12/2019 4:00 AM,Low (3),Level 2,No,NULL,NULL,Good,Full,15,no work needed ,NULL,NULL,NULL,NULL,6033916D-2A3A-4F1A-9E5B-A43A53B66B92,Trunk Damaged,3-1-1 Call Center,Closed,Inspected - No Work Order,4/7/2019 8:01 PM,4/16/2019 9:58 AM
98DF8261-BCC9-49D0-9D0C-0C4DB1272D3C,8430533,ABCA78CA-0234-454E-8372-F9F5D0B0F25C,No,3/20/2019 4:00 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,16,remove leader down ,3/20/2019 2:44 PM,3/21/2019 4:00 AM,Limb Down,Closed,B293310E-E61F-4A38-8DDF-4B088573E89F,Limb Down - Street,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,3/20/2019 10:52 AM,3/22/2019 10:40 AM
98DF8261-BCC9-49D0-9D0C-0C4DB1272D3C,6400081,4D2BE2AB-74A3-46B3-A247-A98E12D2D1F0,No,8/29/2017 3:10 PM,NULL,Level 1,No,NULL,NULL,Good,Full,15,BP-FY18,8/22/2017 10:24 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98DF8261-BCC9-49D0-9D0C-0C4DB1272D3C,8600038,B7632F4F-D0FF-4A68-9C68-E5DE876E5A4B,No,4/25/2019 4:00 AM,Low (3),Level 2,No,NULL,NULL,Good,Full,16,no work needed ,NULL,NULL,NULL,NULL,51FB8075-647F-46E9-9164-BA0677AB59BA,Branches Damaged,3-1-1 Call Center,Closed,Inspected - No Work Order,4/20/2019 6:14 PM,4/26/2019 2:09 PM
C456D926-CACC-4DFF-ADC3-0C6F4F067935,5696825,ECA0FDD2-AE1C-492B-9611-48343D3A0E8A,No,2/27/2017 1:34 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,19,NULL,2/27/2017 1:34 PM,6/7/2017 11:11 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E81EAD04-AB18-403E-A778-0C8158BF4CC0,5790780,DEA3B5B8-AC7E-459D-861B-25E75A3FC829,No,3/16/2017 7:34 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,6,NULL,3/16/2017 7:34 AM,8/24/2017 10:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0BF04191-4155-4D27-AF64-0C996E29D610,7056051,864D0554-E986-4B7B-B5E5-677352215E6A,No,2/20/2018 10:37 AM,Low (7),Level 2,No,NULL,NULL,Poor,Full,4,INSPEC FOR SR. TREE HAS NO ROOT STABILITY.,2/20/2018 10:38 AM,NULL,Tree Removal,Cancel,015DC499-37BC-4F81-8EE6-1822F6AA172A,Trunk Damaged,3-1-1 Call Center,Closed,Work Completed,1/26/2018 12:59 AM,6/13/2018 6:01 PM
A2AD7D06-8B12-4F13-82C5-0C9A9D562A76,5885661,920B3D36-86A0-4EDE-BFD1-74EFDD97739A,No,4/6/2017 7:55 AM,NULL,Level 1,No,NULL,NULL,Good,Full,14,1F,4/6/2017 7:55 AM,3/6/2018 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1ABBBD2E-902B-4127-B856-0CB507FCD751,6511252,48E55FE8-7A3D-40D2-B0B8-23F7D2CF48AF,No,9/29/2017 3:00 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EBE07C47-0167-42A1-A0F1-0CD2713489D3,11162579,2790A21A-68BF-4C97-A3C5-095162BA9FF7,No,8/9/2020 4:00 AM,NULL,Level 1,No,NULL,NULL,Dead,Full,16,NULL,8/9/2020 3:09 PM,8/10/2020 4:00 AM,Tree Down,Closed,7F896727-D084-41B4-B3C0-E2698603BDFF,Tree Down - Car,Department of Parks and Recreation - Public Web Site,Closed,Inspected - Condition Not Found,8/5/2020 12:54 PM,8/14/2020 3:29 PM
EBE07C47-0167-42A1-A0F1-0CD2713489D3,11274927,9180AC03-947B-475D-B900-624B077B20B5,No,8/12/2020 4:00 AM,NULL,Level 1,No,NULL,NULL,Unknown,Full,16,NULL,8/12/2020 9:53 PM,8/14/2020 4:00 AM,Limb Down,Closed,AAB5EB2E-9025-4CA2-8CCE-DA209B081927,Tree Down - Car,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,8/8/2020 12:21 PM,8/15/2020 10:28 PM
EBE07C47-0167-42A1-A0F1-0CD2713489D3,6372440,AEA59E90-AECB-4842-90B8-53268F3C0C75,No,8/14/2017 9:26 AM,NULL,Level 1,No,NULL,NULL,Good,Full,14,BP17,8/14/2017 9:26 AM,2/22/2018 7:35 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8865340E-BECA-4DEF-B127-0CF8C533A6AA,12057604,12EBDF8E-0E64-48A4-8079-58574308A1AF,No,11/16/2020 2:48 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,17,"limb down as per correspondence,  level 2 inspection needed",11/16/2020 2:50 PM,11/19/2020 5:00 AM,Limb Down,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8865340E-BECA-4DEF-B127-0CF8C533A6AA,11689910,861858CB-3DE6-4870-A358-B54A42C367F3,No,9/16/2020 12:24 PM,Low (8),Level 2,No,NULL,NULL,Good,Full,17,DIA# 119415,9/16/2020 12:26 PM,NULL,Pruning,Cancel,07E1332D-DD3B-4BF5-9B61-562DCE85B4EE,Prune Dead Wood,Correspondence,Closed,Work Completed,9/15/2020 2:27 PM,11/23/2020 2:49 PM
8865340E-BECA-4DEF-B127-0CF8C533A6AA,10675090,86D39F7D-D9FD-4D30-AF10-6262730DFD18,No,6/29/2020 2:38 PM,Moderate (9),Level 2,No,NULL,NULL,Fair,Full,17,AMPS ,6/29/2020 2:39 PM,NULL,Pruning,Cancel,3AED9A40-B796-4BD0-B68A-08EC2286708A,Prune Other,AMPS,Open,Work Order Created,6/13/2020 2:22 PM,NULL
D5ABD46B-FCE4-4314-BA5D-0CFACB8D78D1,6667401,C9026F4C-0168-4386-94A0-3DE4016B41E5,No,11/15/2017 8:13 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,6,SOMETHING GIRDLING STEM,11/15/2017 8:13 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
814B3EAC-3F76-43B8-839D-0D03ACDED5C8,6604419,A09F1F8E-6457-4DC3-8CE6-F660E0A0A68F,No,10/27/2017 10:09 AM,NULL,Level 1,No,NULL,NULL,Good,Full,6,1F,10/31/2017 11:21 AM,3/5/2019 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52847770-E6DA-49A2-AE90-0D0EC9BF1F8A,7664642,800ED1D4-32C4-4B07-B435-7891A756A5E3,No,8/29/2018 3:13 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,7,NULL,8/29/2018 3:14 PM,11/2/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FCEDDD78-F91C-4368-9673-0D19F9D46C4D,2463012,0F710E77-DAE7-42A6-A0D4-D98D80E9DF57,No,2/6/2016 5:00 AM,NULL,Level 2,No,NULL,NULL,Good,Full,10,remove hl,2/8/2016 11:23 AM,2/6/2016 5:00 AM,Hanging Limb,Closed,175F3BA4-4EAE-4114-AB82-8969FE9E3C6B,Hanging Limb from other Branches,3-1-1 Call Center,Closed,Work Completed,2/5/2016 11:08 PM,6/5/2016 4:13 PM
FC683D0E-9813-4EB3-8AAB-0D4C7C6EC14B,7447414,EF8B7FA9-05DF-4AEE-9C4F-D8AD0E0F372D,No,6/15/2018 1:34 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,8,BP-FY19,6/15/2018 1:34 PM,12/3/2018 9:57 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09585616-DBE0-4650-AE92-0D65A72B1524,859651,01120850-C258-407C-A6F2-65F686B5B396,No,9/8/2015 4:00 AM,NULL,Level 1,No,NULL,NULL,Good,Full,16,NULL,9/9/2015 1:47 PM,NULL,Pruning,Cancel,9DE88E27-5DDE-4E28-817E-3E967AF6461F,Dead Tree Older Than 2 Years,3-1-1 Call Center,Closed,Inspected - Condition Not Found,9/4/2015 12:55 PM,5/6/2016 2:14 PM
09585616-DBE0-4650-AE92-0D65A72B1524,853655,46AB3865-C23E-4D98-83F4-16DE88580538,No,9/8/2015 4:00 AM,NULL,Level 1,No,NULL,NULL,Good,Full,16,LIMB DOWN ,9/9/2015 1:17 PM,10/24/2015 4:00 AM,Limb Down,Closed,890EF33B-1978-45CC-A3E3-3C5830630594,Limb Down - Other,3-1-1 Call Center,Closed,Work Completed,9/11/2015 3:26 PM,10/26/2015 2:32 PM
42F8E1CB-2104-467A-B044-0D661AE0174C,8381352,D81C21D5-A0E9-42DA-9385-C36CD0C464E1,No,4/9/2019 12:32 PM,Low (6),Level 2,Yes,3/20/2019 9:49 AM,72DD1FAB-7492-43E8-A517-F058CB114DD3,Poor,Full,8,from consultant survey,4/9/2019 12:33 PM,NULL,Tree Removal,Open,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42F8E1CB-2104-467A-B044-0D661AE0174C,8381353,72DD1FAB-7492-43E8-A517-F058CB114DD3,No,3/6/2019 12:42 PM,NULL,Level 1,No,NULL,NULL,Poor,Full,8,1F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5E5435A5-7034-4198-B7AE-0D7EB39A1BC4,4258855,14B2FDFD-E308-4B57-9CF2-28D00731A794,No,8/15/2016 4:00 AM,NULL,Level 1,No,NULL,NULL,Good,Full,19,NULL,8/15/2016 8:43 AM,3/15/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19A147C6-0DF5-4BF3-A94B-0D823F62E7F3,6622735,CF25C0B4-274D-4BDD-A7BD-706C1BD505CC,No,11/3/2017 10:31 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,11,NULL,11/3/2017 10:31 AM,12/20/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60DB07BD-8EA4-4DAF-BE9B-0D87967FFF4B,3136981,784CD366-B2E6-4EA0-B71B-9A8141280B19,No,4/18/2016 11:25 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,17,fy16 llo prune,4/18/2016 11:26 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60DB07BD-8EA4-4DAF-BE9B-0D87967FFF4B,5823135,2AAD2C6C-8E82-4251-8FA0-3C15E936F053,No,3/24/2017 1:48 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,15,BP17,3/24/2017 1:48 PM,6/7/2017 11:11 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82150610-C868-4C1F-86BB-0D89706FDB05,1876448,36D5619B-F47C-4A4D-81BD-F6D7139733B7,No,11/6/2019 5:00 AM,Low (5),Level 2,No,NULL,NULL,Good,Full,15,NULL,11/6/2019 8:43 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82150610-C868-4C1F-86BB-0D89706FDB05,8813161,F2477EAB-48CE-40E2-B140-438C53A6280B,No,7/2/2019 10:32 AM,Low (7),Level 2,No,NULL,NULL,Fair,Full,15,[EAB?],7/2/2019 10:32 AM,NULL,Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82150610-C868-4C1F-86BB-0D89706FDB05,8813162,D1C46B82-6759-41EC-B665-20BA65B9B83D,No,7/2/2019 10:32 AM,Low (8),Level 2,No,NULL,NULL,Fair,Full,15,"[EAB?], CANOPY LOSS",7/2/2019 10:32 AM,7/16/2019 4:00 AM,Pest & Disease Treatment,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416A675A-DF0F-44AB-BDA3-0D8E7E9AF219,4239793,1C8DDF9D-CDD3-4D57-A835-275D3CBC2770,No,8/11/2016 12:29 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,19,NULL,8/11/2016 12:29 PM,12/5/2017 10:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18F435E6-70B1-4F8B-846E-0D94499EC1DE,6580008,7B5565A0-904E-4E48-B6BC-FA9BFC265153,No,10/20/2017 2:17 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,9,3 IN A GROUP NEAR CENTER BENCHES,10/20/2017 2:18 PM,1/19/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9A9EB858-964A-4739-9C37-0D94EE4CF2EF,11162173,15277092-DEDD-4F23-A83D-8ACD83E72500,No,8/9/2020 4:00 AM,NULL,Level 1,No,NULL,NULL,Unknown,Full,19,NULL,8/9/2020 3:28 PM,NULL,Tree Down,Cancel,F01448FA-7435-4FFD-9F68-55218C680A80,Tree Down - Street,3-1-1 Call Center,Closed,Inspected - Condition Not Found,8/4/2020 8:36 PM,8/12/2020 12:17 AM
E68F2A59-1A31-44E6-8C35-0D97466B22DD,6307424,C2CE5844-29EB-4A94-B29A-FB61B07C8A70,No,7/24/2017 9:58 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,22,BPS18,7/24/2017 9:58 AM,11/7/2017 11:11 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5B97C4E4-3236-4EE3-989E-0DA47D8761D5,8424952,F82C50BD-767B-4D47-8ACD-2205B3AC35D2,No,3/19/2019 1:26 PM,NULL,Level 1,No,NULL,NULL,Good,Full,27,1F,3/19/2019 1:26 PM,8/15/2019 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E830FF15-0B21-4D56-A8C3-0DAD2D4D40EF,5922526,EB94FFA6-BA8C-4750-A454-9C5E9F755947,No,4/14/2017 11:49 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,25,NULL,NULL,NULL,NULL,NULL,E775349A-80F0-4F2B-95F7-57E7F4A6EEC8,Dead Tree Older Than 2 Years,3-1-1 Call Center,Closed,Inspected - Condition Not Found,4/13/2017 7:23 PM,4/14/2017 11:49 AM
E830FF15-0B21-4D56-A8C3-0DAD2D4D40EF,212978,7A3D3839-2E05-4656-B234-AA26B032BC29,No,7/1/2015 4:00 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,25,NULL,7/2/2015 10:33 AM,7/6/2015 4:00 AM,Limb Down,Closed,BF25C7E4-6EC5-45A0-974E-4F65542343ED,Limb Down - Street,Park Inspection Program,Closed,Work Completed,7/1/2015 5:07 PM,7/7/2015 10:48 AM
73C432C2-A3D6-47DC-AC5A-0DADD69D0117,6592228,9ACAEA9F-873F-4D03-9AF3-C6BB012C5CB1,No,10/24/2017 10:01 AM,NULL,Level 1,No,NULL,NULL,Good,Full,6,BP-M18 ,10/24/2017 10:01 AM,2/6/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F7B1E61B-421E-4C7E-8105-0DBD3A74D38B,10042499,56E5015C-08E2-472E-B08A-94B721AE6201,No,3/19/2020 3:00 PM,Low (8),Level 2,No,NULL,NULL,Dead,Full,5,NULL,3/19/2020 3:00 PM,NULL,Tree Removal,Cancel,37D36E51-E6B0-4B5A-8930-3086EB923E92,Dead Tree Older Than 2 Years,Department of Parks and Recreation - Public Web Site,Open,NULL,8/27/2020 11:07 PM,NULL
F7B1E61B-421E-4C7E-8105-0DBD3A74D38B,5393984,F34FB3B5-7693-4281-A12A-D39B2F274AB7,No,1/5/2017 10:02 AM,NULL,Level 1,No,NULL,NULL,Good,Full,5,NULL,1/5/2017 10:03 AM,1/2/2017 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
D39EA5A0-059D-4487-8A4A-0DD95E98FB0F,5616436,3CFA56E6-EB2D-4AC6-8286-717817053B6B,No,2/12/2017 6:38 PM,NULL,Level 1,No,NULL,NULL,Good,Full,9,2S,2/12/2017 6:38 PM,6/24/2016 12:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BC22F3BD-7646-4936-98D2-0DF35E903040,5802524,8AC3C68D-7682-4BAD-9871-C55F2D74A0A8,No,3/20/2017 1:43 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,7,BPS17,3/20/2017 1:43 PM,4/11/2018 8:22 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BC22F3BD-7646-4936-98D2-0DF35E903040,1805445,2E4B7471-2667-44EF-9CC7-D7B9395DD57E,No,10/30/2019 4:00 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,11,Branches blocking stop sign,10/30/2019 1:44 PM,11/4/2019 5:00 AM,Prune-Traffic 10 Day,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56441615-35B8-4835-B1C8-0DFB34B43364,9978152,DC86CAE8-C6E8-4B1C-93DB-8342AB412849,No,3/12/2020 4:00 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,18,BUILDING CLEARANCE ,3/12/2020 1:06 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56441615-35B8-4835-B1C8-0DFB34B43364,8843366,70AED8A3-6325-4770-ABDE-449A3F49E65B,No,7/11/2019 11:19 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,18,[EAB-],7/11/2019 11:19 AM,NULL,Pest & Disease Treatment,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56441615-35B8-4835-B1C8-0DFB34B43364,8843365,773EDAF6-478D-4876-956E-5F4CA50E4E5A,No,7/11/2019 11:19 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,18,[EAB-],7/11/2019 11:20 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3E8E4F9A-22FB-4072-9EC6-0DFFD1C64211,3636977,E80E2B4D-39E0-4773-A810-EB8CC9FAF7B3,No,6/14/2016 4:42 PM,NULL,Level 1,No,NULL,NULL,Good,Full,13,NULL,6/14/2016 4:42 PM,7/14/2016 10:06 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C3170CB5-D8C0-4941-8422-0E01CEF4B2C5,4204578,D149E0F2-A320-48EA-8E2E-090F460F07D9,No,8/8/2016 10:34 AM,NULL,Level 1,No,NULL,NULL,Good,Full,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0C585FA1-2D64-4195-991E-0E2DFF6DD4B9,7277630,44D191D8-EC54-4999-BF2C-61CC6B43DFB3,No,4/13/2018 10:49 AM,NULL,Level 1,No,NULL,NULL,Good,Full,5,BP-B19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F730B469-322C-4225-89D4-0E3906B1B807,9670904,2F913A12-D68D-4397-9746-45F78C10E956,No,2/5/2020 5:00 AM,Low (6),Level 2,No,NULL,NULL,Fair,Full,11,Gm,2/5/2020 2:22 PM,5/20/2020 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94801BEC-AE73-44BF-B1EA-0E4060C7F1C2,9055330,6EECCC8E-FD1E-4A6B-9D91-D310D4C01214,No,8/30/2019 12:50 PM,Low (6),Level 2,No,NULL,NULL,Fair,Full,11,some dead small limbs,NULL,NULL,NULL,NULL,4DE63D2C-1709-43B1-950C-676C0C9E1021,Poor Condition Cracked,3-1-1 Call Center,Closed,Inspected - No Work Order,6/10/2019 9:12 PM,8/30/2019 12:50 PM
94801BEC-AE73-44BF-B1EA-0E4060C7F1C2,5778685,73867951-BF77-4490-B952-D666D713F253,No,3/14/2017 5:58 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,11,NULL,3/14/2017 5:58 PM,6/26/2017 11:11 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
027F15F8-C782-4009-B66E-0E41B323901A,3773157,FEDE4142-560C-4DC5-9650-F76E39FE739A,No,7/6/2016 4:00 AM,NULL,Level 2,Yes,6/29/2016 4:00 AM,4D98719D-35E0-4B79-8413-0841204D05E5,Poor,Full,20,"REINSPECTED BY CHRIS WECKERLE ON 7/6/16, 1X, 20"" SM, SPLIT TREE, POOR CONDITION, TREE REMOVAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
027F15F8-C782-4009-B66E-0E41B323901A,3773158,4D98719D-35E0-4B79-8413-0841204D05E5,No,6/28/2016 6:37 PM,NULL,Level 1,No,NULL,NULL,Poor,Full,21,NULL,6/28/2016 6:37 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EBB4CF79-6E9B-4062-B8EA-0E4F04414D0A,7275673,4C16AFBB-BA2A-4BE0-AA3F-DFD1064E4ADC,No,4/12/2018 11:11 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,21,"BP-M19, 14Z",4/12/2018 11:11 AM,12/26/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F6CBEFD8-09F4-4E82-B7B3-0E523EBB42FE,1449676,33A30A46-F8D7-477E-B423-086751BBB59C,No,10/28/2015 4:00 AM,NULL,Level 1,No,NULL,NULL,Good,Full,14,"Clear stop sign linden 14"" ",10/29/2015 2:24 PM,10/28/2015 4:00 AM,Prune-Traffic 10 Day,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F6CBEFD8-09F4-4E82-B7B3-0E523EBB42FE,5923764,16A141CB-B1C9-4DDD-AB8B-A8C57B0CAF11,No,4/14/2017 10:17 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,12,BP17,4/14/2017 10:17 AM,1/4/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9455CDA1-02CD-4155-9CE5-0E6B3B399961,7926734,BB2BA04E-EA64-4228-9036-BB26B1B2ED12,No,11/13/2018 2:25 PM,NULL,Level 1,No,NULL,NULL,Good,Full,17,BP-B19,11/13/2018 2:25 PM,2/11/2019 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6BFFC267-94AB-40FD-BCCA-0E6F8F3001E9,5948007,D11E66F3-820C-4B25-AF45-E96B40B28C30,No,4/20/2017 7:54 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,23,NULL,4/20/2017 7:54 AM,2/2/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5D6E3764-96D5-49B4-823E-0E80FD16D614,10729568,4ABFF031-1B28-4044-990D-202F3FB67E7A,No,7/8/2020 4:00 AM,Low (7),Level 2,No,NULL,NULL,Good,Full,25,Large L/D on fence,7/8/2020 11:19 AM,7/10/2020 4:00 AM,Limb Down,Closed,268EBAAF-AEC3-48FC-9765-301B74FB6A0D,Limb Down - Playground,Park Inspection Program,Closed,Work Completed,7/8/2020 11:25 AM,7/10/2020 5:31 PM
5D6E3764-96D5-49B4-823E-0E80FD16D614,5936439,D50955BA-E95A-4B87-BE14-1AA5CFA05A20,No,4/19/2017 12:10 PM,NULL,Level 1,No,NULL,NULL,Good,Full,25,9Z,4/19/2017 12:10 PM,1/16/2019 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F99EBC5F-FB82-4776-86DC-0E814DD7BC5C,6302215,DEDA2574-3A24-424C-A560-DAB9C4C882DB,No,7/24/2017 11:54 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,7,BP-FY18,7/24/2017 11:54 AM,10/27/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
