Tree_GlobalID,INSPID,INSP_GlobalID,Risk_GlobalID,Risk_Defect,Risk_DefectLocation,Risk_Failure,Risk_ImpactTarget,Risk_FailureImpact,Risk_FailureConsequence,RiskRating,MitigationRecommendation
445F94EF-FC0E-42B4-8540-2C21623AA087,8218423,39E22246-862A-41AE-9A1D-C784CC3E5E45,055E398F-D64C-4576-9136-4A07D3FEE7A4,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
15BD9EEA-83DA-466D-8790-B771ED3EEE7F,7244677,08D7750E-E355-487F-B4BD-9F5E0827BBC6,F21835CF-7B0F-47B8-8A00-7606580256BF,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
1D56D280-43AD-4DFE-B7CE-C3231A0D8099,7059055,C209C31E-BA7F-464C-B39E-4743727DBEA2,D7BC3877-7628-41B9-91F5-5943D348FCAD,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
7DE071F2-1E5F-46CE-B799-95D0EB511B48,11553256,CEF0D8DD-3153-496E-916F-10B628A18838,10406636-4C64-4751-8CAC-8D48F1B23401,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
14C5223C-F3DB-444B-9BD1-F93CF210EE98,10573569,BFB0A90C-A964-45C2-AA57-DCAAE37FE9C1,CC065593-0B96-4952-8FEA-E9F41ABBFDBC,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
8924A217-D296-4128-B4C9-F51AD85B74F2,9935180,F6F80B21-4140-45E6-BE07-D15E2E375D1B,FD8904D6-0727-4201-8AE5-C1A1CEF8E8A3,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
FEA8E4F9-4774-41D2-819B-58DFFAAD0F69,10563705,8DA20D26-D87C-48DB-8EC5-FA41159EEED0,52A93D64-9FDF-42A2-82B4-0BFD9799240D,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
671FEE9D-4695-4D0B-89A0-3EB0299C425D,6994380,274F1770-34B2-4C02-9164-5713DF3C0756,41ADCD9E-797B-486D-825F-B9172F723C96,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),NULL
EF62945A-2891-4264-83A6-3B3C93BC1B09,9604098,76E9564B-3BCB-4FA8-90D5-4C6AFEC57F91,EB1259D5-2147-4D9F-80C9-6B1FE4E45399,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Minor (2),Low (7),Remove
C1B8AC26-FC63-4BE6-807B-D49F77D3DE48,5682639,B3FA3C05-3C28-42A3-B4E4-51CAA08D5A39,AF88AE2D-63AA-4C68-AA23-166133C4CB3D,Decay,Branches,Improbable (1),High (4),Unlikely (5),Severe (4),Moderate (9),prune tree only
804AC100-BAD9-4C80-92AA-7D37C19FF1A5,10453061,EB76FA1A-B4BC-4A89-9A49-9134F18561BA,A1A79AFA-9F5D-4273-9E66-0C7A6B5A4A5E,Cracks,Branch Union,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),NULL
804AC100-BAD9-4C80-92AA-7D37C19FF1A5,10453060,6889C72E-DBB0-4B68-9DCB-99BBB4D0F688,782FF48E-878B-4CBD-9DC0-11EC401AD879,Cracks,Branch Union,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),NULL
07A050F4-D355-407E-8B6E-D073FA273DE5,9913125,2405AAF8-FDA9-4E2C-8BBE-2F781E583045,6F8D3BD7-26FD-40AC-99E0-62D7CA37242C,Decay,Stem,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),NULL
5FED6C45-F0F0-4275-BF03-3CAC413CD61A,10550019,85A5A824-12CA-426E-8696-27342853A955,6FDC1A8C-D453-4FCE-93CB-0B2F92D04302,Decay,Root Flare,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),NULL
FD1E57ED-29EB-4CAE-9AD7-DC62B86816A5,9059063,FD71C3D5-B1CE-4E97-840E-B0C7FF9D84A4,0792ABEA-2340-4047-8D67-62CC5749B9E5,Decay,Stem,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),tree removal
961E528E-9AA0-468F-89EA-884C9555A4A9,8716716,EB1BD198-1532-4F13-92B4-26DA3C78E09B,8C7929BF-636F-4CE1-B7D8-CEEF3DD827BE,Decay,Stem,Probable (3),Low (2),Unlikely (5),Severe (4),Moderate (9),NULL
8865340E-BECA-4DEF-B127-0CF8C533A6AA,11689910,861858CB-3DE6-4870-A358-B54A42C367F3,8D8375AE-A06C-4288-A3C9-EAC2E61A4D06,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),PRUNE DEADWOOD 
D3EE46E5-8129-4FB5-8DC0-E093C16593CD,10671761,444C6992-8E70-48A6-8324-09CD2B1A8846,74452548-3D33-46DE-9C08-F84D6C0FF519,Dead Wood,Stem,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
64033332-158F-4B63-AF0D-BD917A10A19F,1692021,064B1789-AF3F-4218-AA3C-BBB3C8404BCD,A4791E0F-30B7-4BFD-8E2D-9D9D8DC808A4,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
64033332-158F-4B63-AF0D-BD917A10A19F,1692019,33E414E5-D38D-4C4B-A8F1-CD7C172BCFEC,1EB205D1-4160-45E2-A223-FC6CAA80B51E,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
E837B248-BEEF-4BBE-B548-DDCFE1C85928,10126722,215A3099-B729-44C0-B805-D22526ABBE92,BE2D7E0B-94F9-425D-97B3-7BFAD996997A,Decay,Stem,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
2CDE6F14-592A-47D5-BADD-F00420994E97,8567232,EBBBA6B5-92BC-406F-AA4A-72A5F7C7E725,935DFFB3-736B-4021-9A1B-D79378222362,Decay,Branches,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
6544BA21-E352-49E3-8800-2F1FC1708B72,8974340,96967E80-2668-4E4B-BA4E-FF9A86296A56,E6F16F82-C126-4587-A043-C95F86C47FAC,Decay,Root Flare,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
6544BA21-E352-49E3-8800-2F1FC1708B72,8974340,96967E80-2668-4E4B-BA4E-FF9A86296A56,0F4282FA-36C1-487F-A62F-65109DB977E9,Decay,Roots,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
ADBAA163-B408-4918-8308-833FE521EFF5,8549620,9FEC83AA-1E07-41EC-9CE4-65FBF04002ED,2FD92184-EDB5-426B-B2FD-46F70787B4CF,Decay,Branches,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),nwr.
CCCF1417-13CC-47FA-A64E-1D034C4172EE,9054591,C0F236C9-5898-4E21-92EC-2F3495EA985A,6C0405FC-9DE6-4166-A092-97BBEE6BBF43,Decay,Stem,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),TARGET = CAR
11879C26-4E73-4C78-AC48-993AEFE91031,8632868,99EE7D12-CF6B-4A3D-8336-569059D96887,20A724C7-49A5-4A28-85F8-8EF6448ED99B,Decay,Stem,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
11879C26-4E73-4C78-AC48-993AEFE91031,8632868,99EE7D12-CF6B-4A3D-8336-569059D96887,586762B2-9998-4F3A-ADA2-97AEC76209DA,Decay,Roots,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
D5C35FA2-4DBE-40CE-A8A7-1574FDEDD237,7113799,F2AC0247-A2E5-4445-BCCD-5D919372FB10,B221F419-3FCB-4DBE-8564-86F3658F9E9E,Cracks,Branches,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
7A7CF81C-9A1F-403B-B05C-CE8F36762020,5959246,1C52904F-4251-433D-A07D-CCEAE04798B4,31A321C2-DEC6-44BA-A74F-FA3BB8F66819,Decay,Branches,Possible (2),Medium (3),Unlikely (5),Minor (2),Low (7),NULL
0BBE211A-09C9-41BC-A1A2-E582E392C7DE,9046561,836597D0-F3F2-4F8A-942F-E79BB88E084C,FA1D7E5A-7B0A-4FF1-8D4B-027C930B00AD,Root Problems,Roots,Improbable (1),Very Low (1),Unlikely (2),Severe (4),Low (6),NULL
CA13F307-F088-40DE-BCBA-643F7A5F502D,5663965,6FCB1A76-19DF-4326-8A2D-F630EE13EAD7,9369CCA4-E0B5-4895-B841-9435CB6FA1E7,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),TREE OK TO STAY
3BF5AFAB-93DE-4B77-9610-4B110A3189D4,8613244,D3054113-F6E6-479C-95E2-5F5494324E71,B3FC6830-2B59-44B8-A48B-949F145DAFFC,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
C71BD5BF-1D85-44CF-AAE4-16E3C5FA4B81,7285638,6E9D83B8-D14A-4068-A949-F7866E07031B,C259739B-6FAA-447C-B982-FF6457B20B33,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
38495C66-3DC0-4884-B892-B0216BDC1DD7,6083960,01A052B1-DE4C-4390-A0BC-37F46E593203,96289DA6-17B4-4E8C-8DB7-34F9481B6C75,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
7F821376-BA17-4532-9BFE-D9374A7E6B7C,5276891,C107A7A4-88C5-4CFD-9234-B25D06B8A66C,C808B68B-AEE0-4856-88A3-F6A235498C62,Poor Tree Architecture,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
9341D369-716D-495C-98E3-4350F5D0CF51,8640721,BE1C6DEE-7D61-44F2-AFEB-0DB3B1A8D3E2,79B4A619-B63C-4604-8648-EB0B935D5669,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
C4190251-4CD5-4D25-B162-12D3DC21DB42,8914176,B129E1E6-5269-4BB9-A23E-585014BBD4F0,2128811C-532C-4412-B747-48F7A83BCF42,Poor Tree Architecture,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
121F9592-14D5-42A3-B6C9-4E9765B583C0,9059051,ED3C9F37-9973-4895-ADC8-4A0708853813,A71D7F78-71BC-4544-B992-C5FACE049EA4,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
D68DACDE-B537-4E90-ACC5-ED86434FD444,9552886,AB38B7E0-DA68-4F54-A697-50A9BD49683D,C3AABB1D-DA0F-4233-B765-112F47FDCDCC,Dead Wood,Stem,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
88747A57-E1EB-4771-8A4B-8CC364ED496F,9911808,3EC332CE-1F86-47B7-AF9E-23E74C9150F6,C25D5C66-B679-4C44-A276-7B46FAAE09BF,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
E46084FB-D3E0-41EE-BCFF-AC531CBA7507,8886558,06568FAE-8724-4F43-AE8C-0D56A2501237,1058F25F-C655-4AB9-AE81-8667568F2B67,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
75742529-255C-4135-9B01-AC5CE54D471A,8636686,E6D19E1A-846C-4173-9416-FDCF4D905FEA,68AC8D85-3F0D-4246-9A77-B9CA8974CEC5,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
FA7D8567-F405-4591-AA73-B94371264150,9254823,3A93583F-6B88-47B6-A692-19A65EAAC710,1859012F-1B3C-4CC3-A2C8-26D8C03B4C5F,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
6A66ED8D-F657-4060-9C44-7EE57D216C4A,8663469,AF5B019D-38C2-4FAE-B350-A04D0C07F567,FECF6328-8656-4FC3-B501-313148FF6678,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),prune
0B398A95-46C2-43D7-9855-898E65B4D180,7101182,ECAEC516-8C2D-4862-9B7A-98B6543C76E3,D01BADB1-AF00-48FB-8205-D5C2DE7FE8BC,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
C4C688E6-7BE8-4557-9685-38AB2ACA6DBA,6441690,A7EBD8D9-A32E-448D-AA1F-51A46E185ABC,1F7FD5BC-1FDF-4542-B8A9-BBC43BCBDA76,Poor Tree Architecture,Branches,Improbable (1),High (4),Unlikely (5),Significant (3),Low (8),PRUNE
7DA77D59-D221-4070-A50C-3B28EE6B2C3B,8815409,7CAB5E57-6FE9-4579-9247-E5CE2B7EE46B,CE912FEF-28AC-4E4D-9971-C797CC607588,Poor Tree Architecture,Stem,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
1372926E-A420-43FF-A8EC-07AC42186E57,1687854,21FA782C-2988-464E-871F-3E14A6B73446,3801C8AD-34F1-468E-823E-F93F4A7DBB95,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
5F5FA71B-E758-4795-B47E-B99D1395AC11,8969836,0D9C96BE-D4D1-4F48-BF6F-EC8293E29C73,869EDEA0-88B4-410A-AD12-70341403C2E8,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
4B8BAE6E-133B-4127-89CB-08A5813DD512,10618357,7770875C-A04A-40EB-AE6C-613CE05C2326,36632A7F-6B5F-4194-8754-FB7DF3C0E403,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
8F0AE589-EECC-4DD1-98B4-9ABAA7C2150C,1611149,4BC5394E-A042-4F8B-BE1A-EDB30B8A252A,A2903788-EA1D-4968-97E3-493A2EA5DA60,Dead Wood,Stem,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
1D96D709-9EF0-4D88-9BD5-D8793CE5C996,9919843,9B48C161-0018-482B-A0D5-F3AE4EB05E50,4CA36617-2157-4C51-A63C-610BD2C3AF66,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Significant (3),Low (8),NULL
A2C590F0-4AE2-428A-BD34-003F870CCC9C,10366804,55CFF50C-0EFA-4EE2-98FE-649D9131B2DE,D55C83E3-AA57-4AB1-A53E-A7ECFCB7DB51,Poor Tree Architecture,Stem,Improbable (1),High (4),Unlikely (5),Significant (3),Low (8),NULL
208D0BEC-94EC-475B-90FD-8A92F207CC55,8378635,549B5D4E-1F44-4E1C-A4F7-90ADEBB48414,EB8EF011-635D-443D-B706-07FC8446C015,Dead Wood,Branches,Probable (3),Low (2),Unlikely (5),Negligible (1),Low (6),NULL
92C2C1AB-F355-4D61-8F63-D41BBFBE979B,1836778,B5FBCFED-645A-46C0-AE22-5F1B13CB6406,5857307B-3F0B-44A8-A696-AD491CD6C923,Poor Tree Architecture,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
57384C89-4406-4A00-A5E0-D60F75E17BAF,10710238,308C9740-59BE-4BE5-B2FF-C5B938176889,05E6C9AF-5AD3-45FE-99B9-76046750124A,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
60AC2279-00D8-4C90-BB5F-1A749D5FC87F,8759007,F3C0A6AC-6557-49FC-A236-B2334EE0DCFF,F38510C7-C9E6-4498-9A39-49CBDAC100CB,Weak Branch Unions,Branches,Improbable (1),Very Low (1),Unlikely (2),Significant (3),Low (5),NULL
DF7A461B-9330-474F-A3E7-2C4F417D2770,8860212,160F7FC2-9A2F-41E4-9232-60DD9C85B1F4,86CACD78-293F-42A7-A442-152F60983F58,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Significant (3),Low (5),NULL
588BD650-6AA5-4802-A76A-A18B148B5C9B,6191900,61D4448F-EA9F-445C-9FA9-EAD5053A6C88,57B0070C-3499-4FAD-91CA-EC971D370965,Cracks,Stem,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
32DEA0B7-1ECF-4E9E-8DB1-F35C73BD1E8E,6380015,7D040380-A529-47AC-827A-2A4B72A98558,2718A49B-2FB5-4A5C-9D2F-96F43534FA1C,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
91ADD9C4-97EF-4DED-804C-E28E49DDD442,6413356,A3F9E154-707A-44AF-ACFB-FE138CC8AD66,31C69D52-5069-4821-924C-7E6F02E4EE80,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
0AD2DA17-A7A2-491F-8209-2CE855DD565F,6730979,E1F72E12-656A-4DE7-9E19-932225A448AB,1135091A-BE2A-4600-ABE0-86FA7787139A,Decay,Root Flare,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),reinspect
4989B9C1-2921-4B10-9FE9-65E563D79D38,7290090,5B97A84E-8CDC-4A2C-8A8A-E0128E5CB5DF,BF41D2C4-4DC7-44AA-8E5B-3750C39033DD,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
33B4AEF7-D80A-4309-8A48-24A1FC0237D0,7315009,CD764316-0605-4C2D-AD71-95B1D1E9CAC1,2D947409-E017-480C-97CF-21E6ED72CAAB,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
18C126BD-6C47-42EF-8F23-D62F0A29DED0,7960928,E46D7E1D-CF38-44C5-A84B-6756C697B3CC,22F63881-09F3-49BF-ADF5-F15D42A34CEE,Cracks,Stem,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),remove tree down
FA8B09CB-F404-41FD-93F3-E0757AD4A99B,9415953,54E19C3B-9012-44E1-9324-E4B489CD075D,BC5347EE-9C9F-4E79-9AA0-D1F47CE9E2FF,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
B761447B-65D1-43D4-B1AB-43ED20C6BCE9,10714625,2C59AE88-5D1C-4ECD-B760-1F0FA589520A,CB3E6548-A634-4DCE-87A0-C5819C3D6AD4,Cracks,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
8F800076-9311-4B95-8323-B95E8453D50A,9868469,C5895119-086B-42E5-84B3-8BF59334167B,700DD716-FA72-4AE4-9244-8572E47C0AAA,Decay,Root Flare,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),Tree Removal 
7D9D1DAD-759A-49CD-82C0-1DB52A5A9055,6396186,AB4D6565-3C13-4D90-B38C-1B979B9E0E8E,6D7A969F-72BD-42DE-889A-B12868D66B77,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),REMOVE
D898890A-5FA5-4F50-AD48-7A1CBFC7BDC3,7083443,332CE021-DC73-4A4A-B2AC-F3467C19E51D,166DAE09-3481-454B-850A-0BBAB8D3BCD9,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
061C780B-B906-418B-8490-E5DC8742F8D5,9271449,45102FD3-15AB-4BAC-BD4D-AE932A24BC4F,101E9945-FA3F-4D4B-A7C0-A6EF2B968D58,Decay,Root Flare,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),Remove tree
08DFC802-F1AB-41AF-90F7-2D8709DF4564,1850043,823F6AD7-54BB-47F8-9C65-D54FEBAA6D81,049F8822-D544-4C79-8519-E17BAF8F8D6F,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
58B2A00C-5EFA-4909-92C4-B134399B304F,10717253,6E4F72E2-CE1A-49EB-9D4C-1BAE94A9275C,8378CADF-E7D6-405A-A092-5E49B4FA2D78,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
18BAFF95-3FB6-4957-B02E-833BF8BC8B78,9604858,0BB34CD9-7646-4E0B-980F-6052F725DF6B,6F90E139-B286-4C90-AD97-0219D4677EFD,Cracks,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
18BAFF95-3FB6-4957-B02E-833BF8BC8B78,9604858,0BB34CD9-7646-4E0B-980F-6052F725DF6B,B14D3079-EC97-4C7A-B54D-3136971CDCD0,Cracks,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
C0BD8AFF-9D21-4FA8-A285-D3F797DB2466,10532745,3183D532-8901-47DD-9DF8-E86BECDAE6A1,58A79F1A-6461-40B5-8C4A-5A9DE8BFAC2D,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
3A4E2425-8A3D-456B-BC1E-BF39B8163818,9226983,6ECCB59E-DA5F-4128-9ADF-3F1109858834,57F92592-8E0A-4239-9F96-1D94030C9E44,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
77EC89B0-258E-4C52-81CC-5927E86C9AFE,8650707,A4055358-5163-4CD0-95E8-42C947D5A414,C740A6E0-8E5D-45ED-B74E-CAFF94A37DF9,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
F5F2BC9C-15C7-4DBD-9217-FF4CD1F7495E,10178433,104C00F6-7276-45CA-A058-60DD4AF68759,9D0492F5-6505-4AE4-AC71-729798AD7521,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
19BF0BAC-2626-4E4E-89B0-4AC3008AF304,5084952,DABC9CB5-4C09-488F-A552-0D65C41B8AD6,23ADFFE0-72F9-4890-97D8-34631F21DB87,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
4C5C2784-70B2-44A2-96BE-B402E4E0306A,5432163,828464E6-72ED-438D-B9CD-7D70D551DD3F,E3B53146-526E-4AA6-B105-C5B8A5F1B23D,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),PRUNING
B0AF0554-4C74-44C0-A188-218301CFD6BD,5527595,6FC15254-BE7B-46D4-8389-4E6429B334FC,0A44476A-8D51-472B-93D5-F264475D920E,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
50C1D2B3-561B-43D9-A33E-BAA00EAEC711,6143648,40D00897-CC44-41AC-82FF-366544217047,BDDC2008-5A25-4D11-B492-67E9C3D6304B,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
295DF1FA-508A-48F2-9F3A-7BFED994F294,6234993,2A9725B6-CE05-4983-BE54-88AF4BB36465,DC99A14C-07F2-4106-A55C-9BBC680C99BB,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
A62D5BC7-E278-4156-8D79-4B4661C70DC5,6007901,ED11B2FA-859F-42AA-B1D7-D1C6AD090E4F,FBE90779-F9E6-46BA-B5B6-22427F537578,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NWN
29ECA1E0-7091-4F1E-80F2-7F84F82C2C54,5257407,25370E40-B809-40F3-9642-AC663EB51BE6,4C578427-5670-467F-AF95-F06D4A36E95E,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),wires  all
BAFA5866-8E7B-4241-AF1C-70EFF2D130C5,6346526,60146C56-9CC1-431B-B619-7787DBE3A406,5CAF6F6E-399A-4036-9E01-51E1490B0B3F,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
4989B9C1-2921-4B10-9FE9-65E563D79D38,6171344,50890BCE-2092-4B98-8A4A-3F0424C8C0DE,025DB972-222A-48FC-AC5A-53621728FBB5,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
B274D023-E371-4E4A-BB1F-B66AABE337E7,7163774,035E478D-4F90-4650-8C7E-202AE99C8A96,1FD49839-D07B-4E40-82AD-4BC09BFE2529,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
B1E1315C-1A9F-4C35-AC09-C66F777076D2,6471240,A4792677-2577-414E-9577-3D36C5009F05,53E5E800-FE1C-4F67-8F83-65FB6CBC0128,Decay,Root Flare,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
EDAB03AC-CE91-4BC5-9292-7CA1D85B896A,7449625,D105A604-BAC1-4E30-94AE-ACD1E9C0B909,EBB4FAF3-2B19-412C-827B-4F7DAE5173AA,Decay,Root Flare,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),remove
4150EE79-4770-417D-A213-8525995B0558,8015757,AABB299E-DF06-4744-B43B-5E9031FBB5D1,140B855D-5DD0-4888-BA09-16DEF9342DD7,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),survey central
118E825A-3DD4-4C25-AD60-BB187759D9C9,7729986,2B515FBA-97E5-4A65-84A5-4ADEED7C0AA3,CE99D198-4730-4C2F-A31B-CAB7470CCFAF,Decay,Roots,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),car
6FB2C2D4-BF76-4C06-A875-7A0EDA0CF1CE,7644722,D7F2F43E-CF71-4836-B5EB-8370CB6461BA,540F97AB-CB18-4733-900F-FEBC349C1CCB,Poor Tree Architecture,Stem,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
75387F91-B4F2-45A6-BB6E-3EE0B275D215,6722981,5ED02FA9-CED8-4B09-8814-C2D1D7FBE30B,A44CB38F-FE2C-4082-800B-EE77AD54402F,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
C6AF3526-7EE0-4486-82F2-DDC5DD1D12D1,7458358,E011AE5D-6B4C-4D12-AA41-09AAAF5B176A,D90C669C-00D5-45F5-B327-D3FF44C57B48,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),remove
1654E182-9572-4868-9CE2-9D900625703F,10533288,7C3A2BCE-AA4D-4EAF-897C-DCF22ACC0DD3,6C6E7A4E-A00D-4AF9-A2AF-045799E5567E,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
88971E59-8CE3-454E-AB08-68D3D49BCC1D,8470253,F10FDF67-1DAE-4315-BC5F-EC0137442763,5D8B8700-2ABF-42BD-BA46-3B6ACAF3EBD8,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
F7B2A3E1-3D93-4FC2-A01E-5FF6CADD6FA8,10565443,78A48BD3-FD81-4A4C-B4DD-8F0F2EEBF7F6,7BAE9676-CCB9-4AD1-9C43-E082BFB99A55,Dead Wood,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
DE288194-439C-4DDF-9DE2-8018170E71A2,8727111,646C4D19-CDDD-412D-9341-66AB0972D633,5FE33788-FAAF-4696-A409-5FAB2BA67733,Poor Tree Architecture,Branches,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
8C774F9C-163A-4EDA-ABB3-DBAFD282D8A2,5094635,AE87582A-29FB-48A4-9F9D-931E157ACD4D,40A1247A-033A-49D8-815F-0F5B4E1DB29C,Dead Wood,Stem,Improbable (1),Very Low (1),Unlikely (2),Minor (2),Low (4),NULL
